Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
BLEU,bleuacacia ltd,10.26,-0.29154519,-0.03,Buy,5805,59559.3,353970012,141.32231405,0.0726,4,Finance
EMLD,FTAC Emerald Acquisition Corp.,10.27,0.09746589,0.01,Buy,31640,324942.8,353910020.8339016,,,,Finance
NUVB,Nuvation Bio Inc.,1.61,-0.61728395,-0.01,Strong Sell,891421,1435187.81,353883999.73456794,,-0.4803,53,Health Technology
ZYXI,"Zynex, Inc.",9.65,1.04712042,0.1,Sell,865517,8352239.05,353725088.9633508,21.56424581,0.4571,900,Health Technology
SENEB,Seneca Foods Corp.,47.12,-0.73730777,-0.35,Sell,362,17057.44,353462382.10786325,7.6503442,6.2173,3000,Consumer Non-Durables
PEPG,PepGen Inc.,14.86,-0.80106809,-0.12,Buy,20108,298804.88,353399085.5834445,,-21.5839,45,Health Technology
ANGO,"AngioDynamics, Inc.",9,0.44642857,0.04,Buy,296371,2667339,353127812.94642854,,-0.9458,760,Health Technology
HBNC,"Horizon Bancorp, Inc.",8.09,-1.82038835,-0.15,Sell,422154,3415225.86,352543472.2390777,4.01389233,2.0212,923,Finance
ALPN,"Alpine Immune Sciences, Inc.",7.37,-1.47058824,-0.11,Neutral,15168,111788.16,351968387.4852941,,-1.677,126,Health Technology
LAW,"CS Disco, Inc.",5.9,2.25303293,0.13,Buy,154394,910924.6,351936582.8769498,,-1.2084,661,Technology Services
RYAM,Rayonier Advanced Materials Inc.,5.48,-1.08303249,-0.06,Neutral,727405,3986179.4,351810921.6028881,,-0.4232,2500,Process Industries
LYTS,LSI Industries Inc.,12.37,-1.11910472,-0.14,Sell,121582,1503969.34,350907872.5243805,15.86304181,0.8084,1529,Producer Manufacturing
CPTK,Crown PropTech Acquisitions,10.17,0.39486673,0.04,Buy,103,1047.51,350865007,23.71182094,0.4289,2,Finance
GLAD,Gladstone Capital Corporation,9.37,-0.21299255,-0.02,Sell,112290,1052157.3,350860518.14696485,19.76376292,0.4741,71,Finance
AENT,Alliance Entertainment Holding Corporation,3.21,-5.58823529,-0.19,Sell,2737,8785.77,350426614.9417323,15.67382812,0.2048,786,Distribution Services
WINH,Willcox International Holdings Inc.,7,6.38297872,0.42,Buy,100,700,349930009.6021948,,,,Non-Energy Minerals
SCFR,"Security First International Holdings, Inc.",0.1738,-0.68571429,-0.0012,Buy,58832,10225.0016,349338001.0728395,,,,Industrial Services
ONYX,Onyx Acquisition Co. I,10.56,-1.30841121,-0.14,Sell,4783,50508.48,349140021.99999994,170.32258065,0.062,,Finance
BKKT,"Bakkt Holdings, Inc.",1.34,-6.29370629,-0.09,Strong Sell,952251,1276016.34,348302543.5804196,,-7.5114,1037,Commercial Services
BOOM,DMC Global Inc.,17.64,1.14678899,0.2,Sell,87669,1546481.16,347800034.0435779,15.02171506,1.1746,1700,Industrial Services
BHB,"Bar Harbor Bankshares, Inc.",22.93,-1.24892334,-0.29,Sell,34739,796565.27,346803666.15030146,7.31302823,3.1497,486,Finance
SMBK,"SmartFinancial, Inc.",20.4,0,0,Strong Sell,23854,486621.6,346724236.00000006,7.44552721,2.7604,596,Finance
FPH,"Five Point Holdings, LLC",2.33,-1.68776371,-0.04,Sell,12615,29392.95,345905375.2953586,,-0.0189,105,Finance
BGRY,"Berkshire Grey, Inc.",1.39,0.72463768,0.01,Buy,230427,320293.53,344961026,,-0.438,280,Producer Manufacturing
COOK,"Traeger, Inc.",2.81,-0.35460993,-0.01,Sell,454712,1277740.72,344621177.11702126,,-3.198,690,Consumer Durables
UTMD,"Utah Medical Products, Inc.",94.93,1.42094017,1.33,Buy,1788,169734.84,344405267.17243594,20.13831435,4.7245,227,Health Technology
PMTS,CPI Card Group Inc.,30.2,-26.34146341,-10.8,Strong Sell,442731,13370476.2,344025704.95121944,9.72906801,3.2327,1375,Finance
GTII,"Global Tech Industries Group, Inc.",1.13,-5.83333333,-0.07,Sell,916268,1035382.84,343451423.12499994,,-0.0536,21,Finance
SPCM,"Sound Point Acquisition Corp I, Ltd",10.61,0.09433962,0.01,Strong Buy,31713,336474.93,343167437.735849,20.9270217,0.507,150,Finance
SPFI,"South Plains Financial, Inc.",20.05,-0.49627792,-0.1,Sell,19746,395907.3,341810028.82630277,6.72322447,3.0866,673,Finance
BTOW,GTFN Holdings Inc.,1.685,-9.89304813,-0.185,Sell,600,1011,341293876.48930484,,-0.2465,,Consumer Services
PETQ,"PetIQ, Inc.",11.6,-1.10826939,-0.13,Neutral,191374,2219938.4,340776527.70673484,,-1.6518,1888,Health Technology
FF,FutureFuel Corp.,7.78,0.51679587,0.04,Buy,138107,1074472.46,340478003.5813953,22.38204833,0.3476,472,Process Industries
MTAL,Metals Acquisition Corp,10.27,-0.09727626,-0.01,Buy,836,8585.72,340383480.25778216,,-0.1243,3,Finance
THVB,"Thomasville Bancshares, Inc.",61,-1.61290323,-1,Strong Sell,543,33123,340258004.02474225,,,,Finance
ARAY,Accuray Incorporated,3.56,-0.55865922,-0.02,Buy,231105,822733.8,339961224.4804469,,-0.1089,1044,Health Technology
EGHT,8x8 Inc,3,3.09278351,0.09,Neutral,1927594,5782782,339144090.72164947,,-0.9354,2216,Technology Services
PEGR,Project Energy Reimagined Acquisition Corp.,10.25,0,0,Buy,60000,615000,337963776,25.45951316,0.4026,6,Finance
PNTG,"The Pennant Group, Inc.",11.35,-3.40425532,-0.4,Strong Sell,182702,2073667.7,337549040.5702127,46.63105998,0.2502,5335,Health Services
RAIN,Rain Oncology Inc.,9.15,-0.86673889,-0.08,Buy,75607,691804.05,337298029.1928494,,-2.7014,63,Health Technology
VIGL,"Vigil Neuroscience, Inc.",9.44,-2.1761658,-0.21,Neutral,19255,181767.2,336458685.91088074,,-2.1847,56,Health Technology
PLCE,"Children's Place, Inc. (The)",27.13,1.49644594,0.4,Sell,348745,9461451.85,336301220.6891133,,-0.3722,11300,Retail Trade
SCTH,SECURETECH INNOVATIONS INC.,3,39.53488372,0.85,Sell,170,510,335551552.3636364,,-0.0043,4,Electronic Technology
CPSI,"Computer Programs and Systems, Inc.",23.09,-10.84942085,-2.81,Strong Sell,247128,5706185.52,335502334.93861,21.33419569,1.0823,2500,Technology Services
OZ,"Belpointe PREP, LLC",94.25,0,0,Buy,1735,163523.75,335006907,,-2.2339,,Finance
FRMO,FRMO Corp.,7.615,2.07774799,0.155,Sell,6413,48834.995,334703281.1434316,15.38694686,0.4951,,Finance
AVNW,"Aviat Networks, Inc.",29.23,7.6611418,2.08,Sell,118658,3468373.34,334411336.9399632,27.44858672,1.1225,712,Electronic Technology
GFGD,The Growth for Good Acquisition Corporation,10.3,0.09718173,0.01,Strong Buy,3128,32218.4,333977503.00291556,144.05594406,0.0715,,Finance
IBCP,Independent Bank Corporation,15.78,-1.5595758,-0.25,Sell,65611,1035341.58,333436247.2064878,5.74947169,2.7702,916,Finance
PFTA,Portage Fintech Acquisition Corporation,10.29,0.09727626,0.01,Strong Buy,5050,51964.5,333285108.11667466,34.47236181,0.2985,2,Finance
ENZC,Enzolytics Inc.,0.1191,8.17438692,0.009,Buy,27789386,3309715.8726,333234185.6049046,,-0.001,,Health Technology
CLSK,"CleanSpark, Inc.",4.27,0.70754717,0.03,Buy,5812927,24821198.29,333029717.240566,,-1.9127,130,Technology Services
AROW,Arrow Financial Corporation,20.11,0.24925224,0.05,Sell,35615,716217.65,332860711.98005986,6.82203677,2.9552,,Finance
NPAB,New Providence Acquisition Corp. II,10.65,-1.66204986,-0.18,Buy,66147,704465.55,332812498.03324103,202.85714286,0.0525,,Finance
PPTA,Perpetua Resources Corp.,5.28,-0.56497175,-0.03,Buy,95820,505929.6,332702173.7401131,,-0.4559,30,Non-Energy Minerals
NR,"Newpark Resources, Inc.",3.91,1.03359173,0.04,Sell,213321,834085.11,332678130.8372093,,-0.1852,1540,Industrial Services
STRO,"Sutro Biopharma, Inc.",5.52,0.54644809,0.03,Buy,246140,1358692.8,332086217.39890707,,-2.3765,295,Health Technology
EBTC,Enterprise Bancorp Inc,27.32,-0.32834732,-0.09,Sell,12487,341144.84,331909354.36701936,7.70271794,3.5616,554,Finance
LOCO,"El Pollo Loco Holdings, Inc.",9.19,1.43487859,0.13,Sell,509093,4678564.67,331071847.6732892,14.22380436,0.6492,4931,Consumer Services
HRZN,Horizon Technology Finance Corporation,11.55,-1.45051195,-0.17,Strong Sell,148178,1711455.9,330983383.10580206,13.07152558,0.8836,,Miscellaneous
EGRX,"Eagle Pharmaceuticals, Inc.",25.29,-13.30133699,-3.88,Strong Sell,169079,4276007.91,330900501.73328763,9.17002067,2.8158,135,Health Technology
PTRA,Proterra Inc,1.46,-1.35135135,-0.02,Neutral,1261304,1841503.84,330543995.0675676,,-1.0596,1247,Consumer Durables
LPSN,"LivePerson, Inc.",4.35,1.1627907,0.05,Sell,3309318,14395533.3,330038376.5581395,,-2.9462,1301,Technology Services
HTBI,"HomeTrust Bancshares, Inc.",18.98,-0.9394572,-0.18,Sell,28854,547648.92,329664331.25469726,8.29654238,2.3264,515,Finance
DNAD,Social Capital Suvretta Holdings Corp. IV,10.28,0,0,Buy,444900,4573572,327829185,119.81351981,0.0858,3,Finance
DNAB,Social Capital Suvretta Holdings Corp. II,10.28,0.0486618,0.005,Strong Buy,35976,369833.28,327829181.99124086,119.53488372,0.086,3,Finance
INSE,"Inspired Entertainment, Inc.",12.47,0.726979,0.09,Sell,78545,979456.15,327287887.93376416,16.21164847,0.8439,1600,Technology Services
EQBK,"Equity Bancshares, Inc.",21.12,0.47573739,0.1,Sell,36049,761354.88,326957900.1179829,6.29902472,3.3971,732,Finance
CLIN,Clean Earth Acquisitions Corp.,10.32,-0.09680542,-0.01,Neutral,233,2404.56,325664433.68828654,5431.57894737,0.0019,,Finance
DNMR,"Danimer Scientific, Inc.",3.19,-4.2042042,-0.14,Sell,944079,3011612.01,325183416.4894895,,-1.7774,271,Process Industries
BYN,Banyan Acquisition Corporation,10.31,0,0,Sell,952,9815.12,323682459,20.53375822,0.5021,,Finance
APLD,Applied Digital Corporation,3.41,0.5899705,0.02,Buy,349270,1191010.7,323614244.7610619,,-0.4369,85,Finance
GOEV,Canoo Inc.,0.677,-7.33643581,-0.0536,Strong Sell,19353305,13102187.485,323253884.94251305,,-1.887,812,Consumer Durables
TNGX,"Tango Therapeutics, Inc.",3.66,6.39534884,0.22,Neutral,396554,1451387.64,322824727.011628,,-1.2314,110,Health Technology
KALV,"KalVista Pharmaceuticals, Inc.",9.42,-1.25786164,-0.12,Buy,87489,824146.38,321876099.5220126,,-3.5789,105,Health Technology
SLVR,SilverSPAC Inc.,10.2897,-0.00291545,-0.0003,Buy,2500,25724.25,321553124.0000292,34.96330275,0.2943,,Finance
SKYH,Sky Harbour Group Corporation,5.61,3.88888889,0.21,Sell,8722,48930.42,321184205.1611111,,-0.2132,34,Finance
CPUH,Compute Health Acquisition Corp.,10.43,0.19212296,0.02,Strong Buy,5672,59158.96,321094784.8731988,34.73193473,0.3003,2,Finance
AFTR,AfterNext HealthTech Acquisition Corp.,10.275,-0.43604651,-0.045,Neutral,4354,44737.35,321093740.0436047,97.67110266,0.1052,4,Finance
JGGC,Jaguar Global Growth Corporation I,10.47,-0.19065777,-0.02,Neutral,13572,142098.84,321079996.673022,56.74796748,0.1845,3,Finance
SVII,Spring Valley Acquisition Corp. II,10.46,0.09569378,0.01,Strong Buy,30007,313873.22,320773338.00000006,,,2,Finance
VERA,"Vera Therapeutics, Inc.",7.64,1.05820106,0.08,Buy,158859,1213682.76,320447234.4232805,,-3.3273,46,Health Technology
RRBI,"Red River Bancshares, Inc.",44.56,0,0,Sell,660,29409.6,319960923.99999994,8.20339108,5.4473,340,Finance
ESQ,"Esquire Financial Holdings, Inc.",39,-0.38314176,-0.15,Buy,34280,1336920,319732053.3333333,9.10810621,4.6108,116,Finance
CARE,"Carter Bankshares, Inc.",13.33,-0.89219331,-0.12,Neutral,45191,602396.03,318881970.60074353,5.69171648,2.342,667,Finance
HWEL,Healthwell Acquisition Corp. I,10.2,0.09813543,0.01,Strong Buy,105,1071,318749986.98724234,27.92990142,0.3652,2,Finance
PLM,Polymet Mining Corporation,1.64,0,0,Sell,43181,70816.84,318644173.39285713,,-0.29753883,,Non-Energy Minerals
OOMA,"Ooma, Inc.",12.58,6.51989839,0.77,Buy,311120,3913889.6,318274002.130398,,-0.1488,454,Communications
PGEN,"Precigen, Inc.",1.26,0.8,0.01,Buy,722652,910541.52,317765344.17600006,,-0.3274,209,Health Technology
BBW,"Build-A-Bear Workshop, Inc.",21.25,-2.07373272,-0.45,Sell,222874,4736072.5,317386299.3663595,6.72894237,3.2287,4200,Retail Trade
WE,WeWork Inc.,0.4333,-4.91551459,-0.0224,Sell,10629614,4605811.7462,316873102.0215054,,-2.6698,4300,Commercial Services
SMTI,Sanara MedTech Inc.,37.78,-1.22875817,-0.47,Sell,20835,787146.3,316476749.5053595,,-1.5042,103,Health Technology
FIP,FTAI Infrastructure Inc.,3.18,1.59744409,0.05,Strong Buy,322361,1025107.98,316235252.39616615,,-1.747,690,Consumer Services
GBIO,Generation Bio Co.,4.82,3.21199143,0.15,Buy,69192,333505.44,315913695.0578159,,-2.355,150,Health Technology
USX,"U.S. Xpress Enterprises, Inc.",6.07,0,0,Buy,559084,3393639.88,314935943,,-0.787,9397,Transportation
FSBC,Five Star Bancorp,18.23,-5.10150963,-0.98,Strong Sell,11601,211486.23,314629795.39823014,6.50931943,2.8061,184,Finance
ZUMZ,Zumiez Inc.,16.14,-2.35934664,-0.39,Sell,194338,3136615.32,314561867.67695093,14.76939971,1.1014,9400,Retail Trade
OMER,Omeros Corporation,5,0,0,Neutral,304050,1520250,314143829,6.62427133,0.7548,196,Health Technology
GCBC,"Greene County Bancorp, Inc.",18.44,0.93048714,0.17,Sell,10640,196201.6,313974729.95949644,10.0853205,1.8284,206,Finance
HYLN,Hyliion Holdings Corp.,1.74,-1.13636364,-0.02,Neutral,1809550,3148617,313177217.8636364,,-0.8758,250,Producer Manufacturing
WULF,TeraWulf Inc.,1.68,0.5988024,0.01,Buy,1286691,2161640.88,312931394.8742515,,-0.8221,8,Technology Services
PETS,"PetMed Express, Inc.",14.82,-0.2020202,-0.03,Sell,267558,3965209.56,312469009.6404041,26.42182207,0.5638,212,Retail Trade
CZFS,"Citizens Financial Services, Inc.",78.62,-4.92199782,-4.07,Sell,24397,1918092.14,312216539.80287826,10.68918166,7.3552,328,Finance
SCM,Stellus Capital Investment Corporation,14.95,0.74123989,0.11,Strong Buy,95556,1428562.2,311494417.16644204,20.1699946,0.7412,,Finance
CLAR,Clarus Corporation,8.35,-0.11961722,-0.01,Sell,253145,2113760.75,310538992.0155502,,-1.9855,900,Consumer Durables
SENS,"Senseonics Holdings, Inc.",0.6472,-3.56131724,-0.0239,Buy,3908377,2529501.5944,310513881.20637757,,0.311,121,Health Technology
CVEO,Civeo Corporation (Canada),20.57,2.74725275,0.55,Buy,46344,953296.08,309565348.3516484,,-0.5511,1400,Consumer Services
REI,"Ring Energy, Inc.",1.71,-6.55737705,-0.12,Strong Sell,3254040,5564408.4,308873010.0491803,1.59947619,1.3179,98,Energy Minerals
THCP,"Thunder Bridge Capital Partners IV, Inc.",10.21,0.09803922,0.01,Buy,25406,259395.26,308485305.35784316,82.07395498,0.1244,2,Finance
NGM,"NGM Biopharmaceuticals, Inc.",3.74,-2.34986945,-0.09,Strong Sell,287132,1073873.68,308022316.27154046,,-2.1996,239,Health Technology
VOXX,VOXX International Corporation,13.02,0.77399381,0.1,Buy,55861,727310.22,307548282.9891641,,-0.2678,1082,Electronic Technology
BIOS,BioPlus Acquisition Corp.,10.4899,0.09446565,0.0099,Strong Buy,2503,26256.2197,307458949.98205155,154.03671072,0.0681,2,Finance
OSG,"Overseas Shipholding Group, Inc.",3.9,1.03626943,0.04,Strong Buy,299010,1166139,306904122.59067357,8.76995727,0.458,1023,Transportation
CVGI,"Commercial Vehicle Group, Inc.",9.2,-8.09190809,-0.81,Buy,753874,6935640.8,306779001.63836163,,-0.5311,8000,Producer Manufacturing
WLFC,Willis Lease Finance Corporation,50.05,-2.62645914,-1.35,Sell,9189,459909.45,306550435.82587546,11.45885801,4.5323,263,Finance
ARL,"American Realty Investors, Inc.",18.95,-0.68134172,-0.13,Sell,8192,155238.4,306081202.4947589,0.81982461,23.1147,,Finance
FMCC,Freddie Mac,0.47,-3.05280528,-0.0148,Buy,1031598,484851.06,305528005.1361386,9.03846154,0.052,7839,Finance
CORS,Corsair Partnering Corporation,10.2684,-0.30679612,-0.0316,Buy,3469,35621.0796,305428430.7785242,23.14788097,0.4436,2,Finance
MEKA,MELI Kaszek Pioneer Corp,10.27,0,0,Buy,5445,55920.15,305275768,3.6553246,2.8096,3,Finance
SLND,"Southland Holdings, Inc.",6.87,2.08023774,0.14,Sell,3888,26710.56,305081814.6597325,127.69516729,0.0538,2500,Industrial Services
TCI,"Transcontinental Realty Investors, Inc.",35.29,0.79977149,0.28,Sell,1779,62780.91,304881466.518709,0.65109139,54.2013,,Finance
CITE,Cartica Acquisition Corp,10.59,-0.09433962,-0.01,Buy,251122,2659381.98,304462510.9896226,24.28342123,0.4361,,Finance
NBN,Northeast Bank,36.44,1.05379922,0.38,Buy,42309,1541739.96,304084419.03050464,6.38917137,5.7644,180,Finance
TDUP,ThredUp Inc.,2.99,-5.07936508,-0.16,Buy,719153,2150267.47,303893507.08888894,,-0.9244,2416,Retail Trade
TLGY,TLGY Acquisition Corporation,10.5696,-0.0037843,-0.0004,Buy,3846,40650.6816,303875987.99477524,26.09133547,0.4051,3,Finance
CMTL,Comtech Telecommunications Corp.,10.9,-0.09165903,-0.01,Neutral,86413,941901.7,303716871.66819435,,-1.0138,1993,Electronic Technology
RLGT,"Radiant Logistics, Inc.",6.3,-2.17391304,-0.14,Neutral,180296,1135864.8,303541935.65217394,7.25806452,0.8901,836,Transportation
RENE,Cartesian Growth Corporation II,10.55,0,0,Buy,902,9516.1,303312505,35.99454111,0.2931,2,Finance
UONEK,"Urban One, Inc.",5.66,3.66300366,0.2,Buy,11965,67721.9,303209811.61904764,7.29475448,0.835,1155,Consumer Services
WNNR,Andretti Acquisition Corp.,10.54,0,0,Buy,941,9918.14,303024998.99999994,160.18237082,0.0658,3,Finance
CMCA,Capitalworks Emerging Markets Acquisition Corp,10.53,0.28571429,0.03,Buy,109,1147.77,302737500,26.55068079,0.3966,,Finance
PLSE,"Pulse Biosciences, Inc",8.04,0.24937656,0.02,Buy,67621,543672.84,302244443.85037404,,-1.7576,61,Health Technology
RCFA,RCF Acquisition Corp.,10.51,0.0952381,0.01,Strong Buy,803,8439.53,302162500,29.71444727,0.3537,2,Finance
SVNA,7 Acquisition Corporation,10.5,0.28653295,0.03,Strong Buy,504,5292,301874989.9856939,21.77519701,0.4822,,Finance
SCUA,Sculptor Acquisition Corp I,10.49,0,0,Buy,26725,280345.25,301587493,17.74957699,0.591,3,Finance
FIAC,Focus Impact Acquisition Corp.,10.47,0,0,Strong Buy,1242,13003.74,301012508,26.10972569,0.401,2,Finance
UTAA,UTA Acquisition Corporation,10.47,0,0,Buy,1002215,10493191.05,301012508,142.83765348,0.0733,3,Finance
BPAC,Bullpen Parlay Acquisition Company,10.45,-0.28625954,-0.03,Buy,263927,2758037.15,300437500.99904394,19.62441315,0.5325,4,Finance
WSBF,"Waterstone Financial, Inc.",13.87,-0.2875629,-0.04,Sell,53285,739062.95,300383057.65133,18.49333333,0.7534,742,Finance
OTLK,"Outlook Therapeutics, Inc.",1.17,2.63157895,0.03,Strong Buy,505745,591721.65,300300163.18421054,,-0.3147,17,Health Technology
KNSW,KnightSwan Acquisition Corporation,10.4421,0.02011494,0.0021,Buy,2732,28527.8172,300210362.99758625,355.17346939,0.0294,3,Finance
PORT,Southport Acquisition Corporation,10.43,0.09596929,0.01,Strong Buy,21404,223243.72,299862509,17.25678359,0.6044,,Finance
CDZI,"Cadiz, Inc.",4.5,-3.64025696,-0.17,Buy,156111,702499.5,299637959.7430407,,-0.6013,9,Finance
BRD,Beard Energy Transition Acquisition Corp.,10.41,0.09615385,0.01,Strong Buy,1686369,17555101.29,299313506.9826923,247.85714286,0.042,,Finance
ICVX,"Icosavax, Inc.",7.23,3.7302726,0.26,Buy,60418,436822.14,299292932.703013,,-2.3149,60,Health Technology
VMGA,VMG Consumer Acquisition Corp.,10.41,0,0,Neutral,10983,114333.03,299287496,963.88888889,0.0108,2,Finance
BIVI,BioVie Inc.,8.29,0,0,Strong Buy,146529,1214725.41,299024723,,-1.4916,13,Health Technology
DPCS,DP Cap Acquisition Corp I,10.4,0,0,Sell,403238,4193675.2,298999989.00000006,122.7863046,0.0847,,Finance
SAR,Saratoga Investment Corp New,25.17,-0.11904762,-0.03,Buy,52294,1316239.98,298549397.4321429,12.11260828,2.078,,Finance
LMNR,Limoneira Co,16.74,-0.47562426,-0.08,Sell,34945,584979.3,298484282.8145065,14.56792272,1.2054,265,Process Industries
NAUT,"Nautilus Biotechnology, Inc.",2.39,0.42016807,0.01,Sell,28879,69020.81,298430696,,-0.4584,134,Health Technology
CBRG,Chain Bridge I,10.38,-0.85959885,-0.09,Neutral,45591,473234.58,298425007.9312321,27.86577181,0.3725,,Finance
MOFG,"MidWestOne Financial Group, Inc.",19.03,-2.1090535,-0.41,Sell,33112,630121.36,298301450.41255146,6.17195862,3.0914,784,Finance
TRIS,Tristar Acquisition I Corp.,10.37,0,0,Neutral,100,1037,298137497,25.71924603,0.4032,3,Finance
LCW,Learn CW Investment Corporation,10.35,0,0,Buy,19100,197685,297562511,30.0872093,0.344,3,Finance
AEAE,AltEnergy Acquisition Corp.,10.33,0.29126214,0.03,Buy,301,3109.33,296987498.9961127,18.44972316,0.5599,3,Finance
PGSS,Pegasus Digital Mobility Acquisition Corp.,10.54,0,0,Strong Buy,103,1085.62,296437488.02839565,25.07136061,0.4204,3,Finance
XFIN,ExcelFin Acquisition Corp,10.3,0.29211295,0.03,Buy,89892,925887.6,296125013.0379748,474.65437788,0.0217,4,Finance
WWAC,Worldwide Webb Acquisition Corp.,10.3,0.29211295,0.03,Buy,335057,3451087.1,296125013.0379748,30.33873343,0.3395,1,Finance
AIRS,"AirSculpt Technologies, Inc.",5.25,0.19083969,0.01,Buy,101460,532665,296024772.7099236,,-0.263,291,Health Technology
OLMA,"Olema Pharmaceuticals, Inc.",7.27,10.65449011,0.7,Strong Buy,194363,1413019.01,295392789.85692537,,-2.6202,86,Health Technology
PSTX,"Poseida Therapeutics, Inc.",3.4,0.59171598,0.02,Neutral,461544,1569249.6,294995819.5266273,,-1.079,314,Health Technology
ASUR,Asure Software Inc,14.55,8.01781737,1.08,Buy,1141231,16604911.05,294957651.84855235,,-0.5508,501,Technology Services
MPB,Mid Penn Bancorp,18.55,-4.77412731,-0.93,Strong Sell,47193,875430.15,294687940.6134497,5.40627186,3.4436,611,Finance
MCBC,Macatawa Bank Corporation,8.59,-0.34802784,-0.03,Sell,23076,198222.84,294570797.2088167,7.22759781,1.1885,318,Finance
RXT,"Rackspace Technology, Inc.",1.35,-2.87769784,-0.04,Sell,1400310,1890418.5,294522882.08633095,,-3.8147,6800,Technology Services
KRT,Karat Packaging Inc.,14.79,2.56588072,0.37,Buy,22702,335762.58,294135489.09153944,12.46103294,1.1931,781,Process Industries
HWKZ,Hawks Acquisition Corp,10.22,0.19607843,0.02,Strong Buy,10371,105991.62,293824994.9901961,264.76683938,0.0386,3,Finance
MGTX,MeiraGTx Holdings plc,6.03,2.55102041,0.15,Buy,56503,340713.09,293820211.48469394,,-2.5155,358,Health Technology
MCEM,Monarch Cement Co. (The),113,-2.5862069,-3,Neutral,210,23730,293799989.0484581,10.4077441,10.8573,,Non-Energy Minerals
NATH,"Nathan's Famous, Inc.",72.01,-1.43717492,-1.05,Sell,4320,311083.2,293780629.11784834,15.96107811,4.5186,131,Consumer Services
FFIC,Flushing Financial Corporation,9.96,-1.87192118,-0.19,Sell,129632,1291134.72,293704923.2394089,4.78777099,2.0803,560,Finance
HNRG,Hallador Energy Company,8.9,13.81074169,1.08,Strong Buy,411493,3662287.7,293545191.21483374,6.1408956,1.5181,980,Energy Minerals
NEWT,"NewtekOne, Inc.",11.88,1.02040816,0.12,Neutral,231211,2746786.68,292350543.7959184,,1.3358,104,Commercial Services
VEL,"Velocity Financial, Inc.",8.96,0.78740157,0.07,Buy,8032,71966.72,292318097.13385826,7.80555798,1.2242,194,Finance
DSKE,"Daseke, Inc.",6.46,-14.43708609,-1.09,Strong Sell,1077649,6961612.54,291971509.3933775,9.65620329,0.7168,4123,Transportation
IVCP,Swiftmerge Acquisition Corp.,10.38,-0.09624639,-0.01,Buy,26547,275557.86,291937503,278.28418231,0.0373,4,Finance
GEVO,"Gevo, Inc.",1.23,0,0,Neutral,4615941,5677607.43,291714954,,-0.4324,89,Process Industries
ORGO,Organogenesis Holdings Inc.,2.22,3.25581395,0.07,Buy,1312816,2914451.52,291323523.87906986,17.76,0.127,1030,Health Technology
HRTX,"Heron Therapeutics, Inc.",2.44,0,0,Buy,673517,1643381.48,290992737,,-1.7178,203,Health Technology
RNGR,"Ranger Energy Services, Inc.",11.21,-0.79646018,-0.09,Buy,84124,943030.04,290589462.1530974,10.49232497,1.0844,2000,Industrial Services
AMRS,"Amyris, Inc.",0.79,1.96179659,0.0152,Sell,7785370,6150442.3,289338778.60092926,,-1.6447,1598,Consumer Non-Durables
ACET,"Adicet Bio, Inc.",6.73,1.05105105,0.07,Buy,371390,2499454.7,289086976.1921922,,-1.6919,132,Health Technology
GCI,"Gannett Co., Inc.",1.94,-1.52284264,-0.03,Buy,796503,1545215.82,289073295.4010152,,-0.4715,14200,Consumer Services
BAND,Bandwidth Inc.,11.36,0.53097345,0.06,Sell,342270,3888187.2,289025106.0530973,,1.1832,1100,Technology Services
SRDX,"Surmodics, Inc.",20.43,-1.3996139,-0.29,Strong Sell,52502,1072615.86,288757607.18194985,,-2.574,447,Health Technology
UONE,"Urban One, Inc.",7.27,-1.49051491,-0.11,Neutral,29993,218049.11,288135992.2330623,9.36976414,0.835,1155,Consumer Services
BRGC,BrightRock Gold Corp.,0.36,-6.44490644,-0.0248,Buy,31649,11393.64,288035278.69022864,,-0.0011,,Non-Energy Minerals
TWOU,"2U, Inc.",3.58,-3.76344086,-0.14,Sell,1078853,3862293.74,287901547.27419347,,-3.2147,7144,Technology Services
RJAC,Jackson Acquisition Company,10.35,0,0,Buy,105,1086.75,287859386,25.06660208,0.4129,2,Finance
EGGF,EG Acquisition Corp.,10.21,-0.09784736,-0.01,Neutral,486787,4970095.27,287156257.99217224,78.29754601,0.1304,3,Finance
GPP,Green Plains Partners LP,12.345,-2.02380952,-0.255,Strong Sell,43572,537896.34,286982031.1107143,7.27460224,1.697,32,Transportation
INZY,"Inozyme Pharma, Inc.",6.55,9.53177258,0.57,Strong Buy,1770470,11596578.5,286663919.84949833,,-1.9313,56,Health Technology
EXROF,Exro Technologies Inc.,1.96,0.25575448,0.005,Buy,91388,179120.48,286014244.56273764,,-0.213527,125,Producer Manufacturing
LVOX,"LiveVox Holdings, Inc.",2.85,0,0,Buy,85431,243478.35,286007488,,-0.408,,Technology Services
VUZI,Vuzix Corporation,4.51,11.08374384,0.45,Buy,2055360,9269673.6,285066614.8054187,,-0.6407,105,Electronic Technology
SKYA,Skydeck Acquisition Corp.,10.26,0.29325513,0.03,Buy,32507,333521.82,284278476,23.31818182,0.44,3,Finance
GLUE,"Monte Rosa Therapeutics, Inc.",5.75,5.893186,0.32,Neutral,196904,1132198,283893673.06629837,,-2.2949,123,Health Technology
