Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
LGF.A,Lions Gate Entertainment Corporation,11.23,-0.97001764,-0.11,Strong Buy,477033,5357080.59,2462044522.5396824,,-8.8668,1448,Consumer Services
JOE,St. Joe Company (The),42.13,0.71718862,0.3,Buy,115080,4848320.4,2459214144.7085824,36.37541012,1.1599,625,Finance
LGF.B,Lions Gate Entertainment Corporation,10.48,-1.13207547,-0.12,Strong Buy,398909,4180566.32,2458015504.3018866,,-8.8668,1448,Consumer Services
SFBS,"ServisFirst Bancshares, Inc.",45.28,-2.91595197,-1.36,Sell,265561,12024602.08,2457894868.535163,9.80723413,4.6352,571,Finance
TMDX,"TransMedics Group, Inc.",75.46,6.37158162,4.52,Buy,2805346,211691409.16,2456498506.6512547,,-0.9491,212,Health Technology
TWKS,"Thoughtworks Holding, Inc.",7.76,1.4379085,0.11,Buy,2072173,16080062.48,2456356654.661438,,-0.3425,12500,Commercial Services
CEQP,Crestwood Equity Partners LP,23.33,-1.80976431,-0.43,Strong Sell,432556,10091531.48,2455710355.351431,,-0.0704,753,Industrial Services
MC,Moelis & Company,34.92,0.69204152,0.24,Sell,342736,11968341.12,2454042212.5017304,27.65064534,1.3357,1107,Finance
CNO,"CNO Financial Group, Inc.",21.34,-1.56826568,-0.34,Sell,745989,15919405.26,2437474071.9492617,8.77755841,2.4685,3400,Finance
HUBG,"Hub Group, Inc.",73,-0.55850702,-0.41,Sell,304186,22205578,2436710785.083776,7.3493139,10.0359,5900,Transportation
GMS,GMS Inc.,58.97,1.09720555,0.64,Strong Buy,141965,8371676.05,2435783838.761358,7.60716728,7.8831,5475,Distribution Services
BANF,BancFirst Corporation,73.64,1.99445983,1.44,Sell,88119,6489083.16,2422718367.104155,11.48238816,6.5385,2051,Finance
OLPX,"Olaplex Holdings, Inc.",3.7,-6.80100756,-0.27,Strong Sell,4277534,15826875.8,2420823930.7304783,10.47565119,0.376,174,Consumer Non-Durables
CORT,Corcept Therapeutics Incorporated,23.82,0.25252525,0.06,Buy,632326,15062005.32,2419585508.8257575,29.29889299,0.8806,299,Health Technology
JWN,"Nordstrom, Inc.",15.06,-1.43979058,-0.22,Sell,4521730,68097253.8,2411874491.693718,9.99203822,1.5274,60000,Retail Trade
IOSP,Innospec Inc.,96.89,-1.49450996,-1.47,Strong Sell,68970,6682503.3,2409584540.3820662,18.64918967,5.2318,2100,Process Industries
ARLP,"Alliance Resource Partners, L.P.",18.9,-1.0989011,-0.21,Sell,622632,11767744.8,2404054496.373626,3.36874376,5.6104,3371,Energy Minerals
AMR,"Alpha Metallurgical Resources, Inc.",159.87,0.6421152,1.02,Strong Buy,544766,87091740.42,2399991262.6124644,2.14246946,77.6007,3730,Energy Minerals
SJW,SJW Group,76.34,-0.07853403,-0.06,Sell,158065,12066682.1,2399158781.0225134,28.59068949,2.681,757,Utilities
ARCH,"Arch Resources, Inc.",128.3,0.99976384,1.27,Buy,265070,34008481,2395891034.6406364,2.0969843,71.4336,3400,Energy Minerals
STEP,StepStone Group Inc.,21.91,0.27459954,0.06,Sell,140305,3074082.55,2392420062.9240274,,-0.0841,790,Finance
LAZR,"Luminar Technologies, Inc.",6.33,-2.46533128,-0.16,Neutral,5316685,33654616.05,2389943986.331279,,-1.2484,,Producer Manufacturing
MQ,"Marqeta, Inc.",4.43,-0.67264574,-0.03,Buy,3919294,17362472.42,2385905144.8161435,,-0.3391,958,Commercial Services
LUMN,"Lumen Technologies, Inc.",2.37,3.04347826,0.07,Buy,22492640,53307556.8,2380251531.86087,,-1.5786,29000,Communications
AKRO,"Akero Therapeutics, Inc.",49.15,7.9745167,3.63,Strong Buy,549450,27005467.5,2379975116.5388837,,-2.9304,38,Health Technology
EE,"Excelerate Energy, Inc.",21.97,1.33763838,0.29,Buy,200702,4409422.94,2378814010.840867,87.39061257,0.2514,890,Utilities
REZI,"Resideo Technologies, Inc.",16.12,-1.70731707,-0.28,Sell,773104,12462436.48,2371480058.682927,9.49184479,1.7334,15200,Distribution Services
KRYS,"Krystal Biotech, Inc.",91.82,4.75755847,4.17,Strong Buy,203747,18708049.54,2367846154.4273815,,-5.2753,210,Health Technology
PLXS,Plexus Corp.,85.55,-0.92646207,-0.8,Sell,114154,9765874.7,2365161265.1679215,14.13185325,6.1757,25000,Electronic Technology
GRBK,"Green Brick Partners, Inc.",51.95,3.77546944,1.89,Strong Buy,789416,41010161.20000001,2364160055.8250103,8.37943771,6.2474,550,Consumer Durables
ALRM,"Alarm.com Holdings, Inc.",47.44,3.0184582,1.39,Neutral,390038,18503402.72,2354493901.3576546,44.72939845,1.1294,1733,Technology Services
MATX,"Matson, Inc.",65.44,-1.5199398,-1.01,Buy,175594,11490871.36,2346452413.8666663,3.36999959,19.5422,4288,Transportation
PRGS,Progress Software Corporation,54.13,0.50129967,0.27,Sell,133474,7224947.62,2344215740.056257,24.32371708,2.2688,2071,Technology Services
EPC,Edgewell Personal Care Company,45.47,5.49883991,2.37,Strong Buy,1406595,63957874.65,2337939224.1844544,24.27915421,1.895,7000,Consumer Non-Durables
MRCY,Mercury Systems Inc,40.1,1.49329284,0.59,Sell,246442,9882324.2,2330126180.02531,,-0.055,2386,Electronic Technology
NEO,"NeoGenomics, Inc.",18.25,18.50649351,2.85,Strong Buy,3411776,62264912,2326108028.344156,,-1.009,2100,Health Services
XRX,Xerox Holdings Corporation,14.78,0.33944331,0.05,Neutral,1344375,19869862.5,2319846049.034623,,-1.3474,20500,Electronic Technology
SIX,Six Flags Entertainment Corporation New,27.87,4.69571751,1.25,Strong Buy,4700075,130991090.25,2317717642.7084894,22.34426361,1.2492,1450,Consumer Services
NABL,"N-able, Inc.",12.69,0.31620553,0.04,Buy,327726,4158842.94,2310020447.3288536,137.4864572,0.0927,,Technology Services
FIBK,"First Interstate BancSystem, Inc.",22.11,-1.68963984,-0.38,Sell,937819,20735178.09,2307751637.6024904,8.02715655,2.7562,3783,Finance
EVCM,EverCommerce Inc.,12.24,-0.56864338,-0.07,Buy,144076,1763490.24,2307639947.7173033,,-0.3076,2300,Technology Services
BOWL,Bowlero Corp.,13.93,-1.76304654,-0.25,Sell,1332754,18565263.22,2307322007.176305,,-0.3354,9390,Consumer Services
TDW,Tidewater Inc.,45.32,5.86311609,2.51,Buy,943309,42750763.88000001,2305176536.825975,,-0.0608,6300,Transportation
JBLU,JetBlue Airways Corporation,7.01,-0.84865629,-0.06,Neutral,5953922,41736993.22,2298585858.298444,,-0.9184,,Transportation
KAI,Kadant Inc,196.51,0.48578441,0.95,Buy,45733,8986991.83,2294100585.1287584,21.32362516,9.2407,3100,Producer Manufacturing
VTYX,"Ventyx Biosciences, Inc.",39.14,1.74161684,0.67,Strong Buy,510784,19992085.76,2288882619.2253704,,-2.0534,59,Health Technology
SLRN,"ACELYRIN, INC.",24.69,2.61845387,0.63,Strong Buy,963150,23780173.5,2288771209.4763093,,,51,Commercial Services
CALM,"Cal-Maine Foods, Inc.",46.68,-3.95061728,-1.92,Sell,743793,34720257.24,2284059323.2395062,3.01204042,15.5516,2985,Process Industries
AX,"Axos Financial, Inc.",38.35,-1.26158599,-0.49,Sell,226177,8673887.95,2266967865.402935,8.360402,4.6377,1335,Finance
ATRC,"AtriCure, Inc.",47.92,0.33500838,0.16,Buy,193982,9295617.44,2263853223.370185,,-0.8239,1050,Health Technology
NUVL,"Nuvalent, Inc.",39.81,5.42902542,2.05,Strong Buy,266861,10623736.41,2260072422.9128714,,-1.6401,62,Health Technology
CPK,Chesapeake Utilities Corporation,126.89,0.27659238,0.35,Buy,53628,6804856.92,2257354838.629761,25.35416708,5.0268,1034,Utilities
JAMF,Jamf Holding Corp.,18.2,1.8466704,0.33,Sell,265668,4835157.6,2256563774.795747,,-1.1548,2796,Technology Services
ASB,Associated Banc-Corp,14.95,-1.57998683,-0.24,Sell,1770307,26466089.65,2255814096.9881496,5.9053563,2.5524,,Finance
ETRN,Equitrans Midstream Corporation,5.2,1.36452242,0.07,Buy,3749738,19498637.6,2252551722.6510725,,-0.7222,766,Industrial Services
KTB,"Kontoor Brands, Inc.",40.16,-0.98619329,-0.4,Sell,520126,20888260.16,2252113049.1282043,9.86538273,4.1553,14400,Consumer Non-Durables
SPT,"Sprout Social, Inc",40.84,1.23946455,0.5,Sell,578934,23643664.56,2251187305.0728803,,-0.926,1141,Technology Services
PIPR,Piper Sandler Companies,126.54,-0.42492918,-0.54,Sell,93826,11872742.04,2245076647.070822,21.53615739,7.1365,1790,Finance
GBDC,"Golub Capital BDC, Inc.",13.13,-2.08799403,-0.28,Strong Sell,702518,9224061.34,2243860196.3497396,20.8545108,0.6296,,Finance
MYRG,"MYR Group, Inc.",134.25,0.44141852,0.59,Buy,60716,8151123,2243063681.5221457,26.38768771,5.1482,8500,Industrial Services
TRIP,"TripAdvisor, Inc.",15.9,-1.54798762,-0.25,Sell,3355592,53353912.8,2241337259.1269355,,-0.1371,3100,Consumer Services
CVNA,Carvana Co.,11.85,4.86725664,0.55,Strong Buy,56630186,671067704.1,2239344620.256637,,-15.5156,16600,Retail Trade
AGTI,"Agiliti, Inc.",16.72,-0.88915234,-0.15,Buy,323992,5417146.24,2237003241.0195613,77.05069124,0.2293,5500,Consumer Services
RXO,"RXO, Inc.",19.13,-1.1369509,-0.22,Buy,640674,12256093.62,2236734923.762274,42.01625302,0.4553,8590,Technology Services
TCBI,"Texas Capital Bancshares, Inc.",46.72,-0.40503091,-0.19,Sell,317158,14817621.76,2236471728.6651034,7.46206676,6.3292,2198,Finance
VKTX,"Viking Therapeutics, Inc.",22.45,-1.79352581,-0.41,Buy,2200623,49403986.35,2235609124.735346,,-0.9377,21,Health Technology
MGRC,McGrath RentCorp,91.19,0.81813156,0.74,Buy,125830,11474437.7,2232033660.48922,20.48937222,4.4757,1218,Finance
GSHD,"Goosehead Insurance, Inc.",59.28,-0.3697479,-0.22,Strong Buy,282156,16726207.68,2230568558.5573106,467.50788644,0.1304,1427,Finance
HIMS,"Hims & Hers Health, Inc.",10.65,-10.12658228,-1.2,Sell,9185053,97820814.45,2229179480.2911396,,-0.2901,651,Health Services
KSS,Kohl's Corporation,20.03,-2.10166178,-0.43,Sell,3526903,70643867.09,2218217874.0879765,,-0.4236,97000,Retail Trade
BBIO,"BridgeBio Pharma, Inc.",13.76,1.77514793,0.24,Neutral,2004906,27587506.56,2208493932,,-2.835,396,Health Technology
CRCT,"Cricut, Inc.",10.05,1.10663984,0.11,Strong Buy,49049,492942.45,2205191280.9808855,36.598689,0.2786,775,Distribution Services
PRMW,Primo Water Corporation,13.84,-2.87719298,-0.41,Strong Sell,864112,11959310.08,2202421988.9235086,52.92543021,0.2645,9240,Consumer Non-Durables
CBRL,"Cracker Barrel Old Country Store, Inc.",99.41,-1.63269345,-1.65,Sell,557107,55382006.87,2202011044.722442,20.74369301,4.8106,73000,Consumer Services
ACVA,ACV Auctions Inc.,13.43,0.59925094,0.08,Buy,1694285,22754247.55,2196933396.6479397,,-0.6506,2000,Retail Trade
AMRC,"Ameresco, Inc.",42.13,-0.54296506,-0.23,Sell,356336,15012435.68,2195873121.970727,28.53756012,1.5159,1363,Industrial Services
HRMY,"Harmony Biosciences Holdings, Inc.",36.59,1.49791956,0.54,Buy,569803,20849091.77,2193739373.253537,11.83414729,3.1922,200,Health Technology
FROG,JFrog Ltd.,21.51,0.18630647,0.04,Buy,681024,14648826.24,2191525812.8090363,,-0.9126,1300,Technology Services
PSMT,"PriceSmart, Inc.",70.5,-1.05263158,-0.75,Sell,252248,17783484,2185577587.6,20.51565592,3.438,10600,Retail Trade
MWA,MUELLER WATER PRODUCTS,13.98,-4.70347648,-0.69,Buy,946987,13238878.26,2184572757.439673,28.39155158,0.4944,3600,Producer Manufacturing
PTEN,"Patterson-UTI Energy, Inc.",10.49,-0.66287879,-0.07,Sell,2704199,28367047.51,2184515375.999053,8.09725975,1.3192,6500,Industrial Services
RLLWF,Reliance Worldwide Corp Ltd.,2.788,8.69395712,0.223,Buy,1000,2788,2183674153.6326137,16.01018588,0.17509072,,Producer Manufacturing
MGPI,"MGP Ingredients, Inc.",99,-2.39574091,-2.43,Neutral,90798,8989002,2178973601.508429,21.44899905,4.6417,690,Process Industries
VRNT,Verint Systems Inc.,33.37,-1.24297129,-0.42,Sell,248904,8305926.48,2172584572.3240604,,-0.0922,4300,Technology Services
NUVA,"NuVasive, Inc.",41.4,-2.74841438,-1.17,Strong Sell,879395,36406953,2167219169.725158,65.17632242,0.7773,3000,Health Technology
ALG,"Alamo Group, Inc.",180.39,-0.85192921,-1.55,Strong Buy,36281,6544729.59,2164866513.384852,18.44874666,9.8264,4200,Producer Manufacturing
CEIX,CONSOL Energy Inc.,63.76,1.99968005,1.25,Strong Buy,578759,36901673.84,2162691596.7493205,3.23146318,20.1975,1860,Energy Minerals
AI,"C3.ai, Inc.",19.88,3.38013521,0.65,Buy,7193701,143010775.88,2161149422.165366,,-2.4275,704,Technology Services
FORM,"FormFactor, Inc.",28,0.10725778,0.03,Neutral,342047,9577316,2159934242.259564,101.15606936,0.2836,2105,Electronic Technology
LBRT,Liberty Energy Inc.,12.24,0.08176615,0.01,Sell,1584103,19389420.72,2155609112.55601,4.01772526,3.1205,4580,Industrial Services
FUN,"Cedar Fair, L.P.",41.95,1.57384988,0.65,Neutral,595751,24991754.45000001,2153195601.09201,9.57216201,4.4311,53200,Consumer Services
ACLX,"Arcellx, Inc.",44.82,3.67800139,1.59,Strong Buy,514113,23042544.66,2144206053.0562117,,-4.2897,98,Health Technology
IDCC,"InterDigital, Inc.",80,-1.25894841,-1.02,Buy,436356,34908480,2139337222.414219,13.1339167,6.1919,425,Electronic Technology
CCS,"Century Communities, Inc.",66.74,0.70921986,0.47,Strong Buy,175532,11715005.68,2137407050.3262413,5.24805184,12.8644,1537,Consumer Durables
KMT,Kennametal Inc.,26.61,-1.18826587,-0.32,Buy,520207,13842708.27,2136127560.028964,17.64822921,1.5195,8732,Producer Manufacturing
MTRN,Materion Corporation,103.64,-0.56605584,-0.59,Sell,61231,6345980.84,2135886111.475391,22.11033835,4.7503,3723,Electronic Technology
FHB,"First Hawaiian, Inc.",16.7,-2.28203628,-0.39,Sell,937290,15652743,2132347505.055588,7.77503608,2.1559,2000,Finance
SCPL,SciPlay Corporation,17,0.29498525,0.05,Buy,362332,6159644,2131495911.622419,18.56300502,0.9372,855,Technology Services
CWH,"Camping World Holdings, Inc.",25.36,2.38191361,0.59,Buy,727740,18455486.4,2128531730.1283813,11.26260159,2.2853,13411,Retail Trade
EXTR,"Extreme Networks, Inc.",16.45,-1.73237754,-0.29,Sell,1291253,21241111.85,2122006044.8924737,37.79002986,0.4475,2643,Electronic Technology
PROK,ProKidney Corp.,9.1,-3.19148936,-0.3,Sell,116679,1061778.9,2121378716.9042552,,-0.4952,87,Health Technology
TNDM,"Tandem Diabetes Care, Inc.",32.72,-2.15311005,-0.72,Strong Sell,1090738,35688947.36,2114426565.0741625,,-3.1626,2600,Health Technology
EVEX,"Eve Holding, Inc.",7.84,0.77120823,0.06,Strong Buy,37433,293474.72,2109697209.912596,,-0.4525,149,Electronic Technology
NGVT,Ingevity Corporation,57.99,-1.89477246,-1.12,Sell,484595,28101664.05,2106845183.335138,10.97318675,5.3264,2050,Process Industries
BOOT,"Boot Barn Holdings, Inc.",70.55,-1.56271801,-1.12,Sell,576278,40656412.9,2103453481.9415371,12.68041052,5.6742,8400,Retail Trade
WD,"Walker & Dunlop, Inc",62.83,-0.52248258,-0.33,Sell,411639,25863278.37,2094781205.654528,12.47592383,5.0841,1451,Finance
INDB,Independent Bank Corp.,47.56,-0.79265749,-0.38,Sell,251690,11970376.4,2094580302.165207,8.00821701,5.9412,,Finance
XPEL,"XPEL, Inc.",75.77,7.65842569,5.39,Strong Buy,170928,12951214.56,2092469093.5745952,50.56727176,1.4985,818,Consumer Durables
ICFI,"ICF International, Inc.",111.65,-0.48132632,-0.54,Neutral,70700,7893655,2091445560.1025052,33.02472788,3.4148,9000,Commercial Services
LESL,"Leslie's, Inc.",11.31,3.0993619,0.34,Buy,3110765,35182752.15,2079266305.383774,17.58942457,0.6519,4200,Retail Trade
ARCB,ArcBest Corporation,86.7,-1.11770073,-0.98,Sell,154513,13396277.1,2076741566.8692975,9.55161397,9.394,15700,Transportation
CSWI,"CSW Industrials, Inc.",134.08,-0.54150286,-0.73,Sell,22156,2970676.48,2074877911.9246347,23.83136042,5.6361,2400,Process Industries
B,"Barnes Group, Inc.",40.97,-0.34054974,-0.14,Buy,117512,4814466.64,2073510354.2558985,345.1558551,0.1219,5200,Producer Manufacturing
ENVX,Enovix Corporation,13.11,-1.6504126,-0.22,Buy,3540295,46413267.45,2073479036.8874717,,-1.0878,335,Producer Manufacturing
CATY,Cathay General Bancorp,28.5,0.74231177,0.21,Sell,364618,10391613,2067850190.88017,5.50299286,5.199,1178,Finance
HEP,"Holly Energy Partners, L.P.",16.34,1.11386139,0.18,Sell,96007,1568754.38,2066032861.933168,9.19113511,1.7778,405,Industrial Services
FG,"F&G Annuities & Life, Inc.",16.31,-2.51046025,-0.42,Sell,192248,3135564.88,2061248864.1087863,,,,Finance
NTCT,"NetScout Systems, Inc.",29,-1.29339687,-0.38,Buy,358377,10392933,2057905183.866576,35.58282209,0.8316,,Technology Services
VCTR,"Victory Capital Holdings, Inc. Class A Common Stock",30.44,0.32959789,0.1,Strong Buy,230808,7025795.52,2057082779.791694,8.58577311,3.7168,512,Finance
DOOR,Masonite International Corporation,92.52,-0.41976106,-0.39,Strong Buy,279417,25851660.84,2052007946.0574749,11.27440228,8.2916,10000,Producer Manufacturing
BATRA,Liberty Media Corporation - Series A Liberty Braves,38.63,-1.17677155,-0.46,Neutral,23938,924724.94,2049603640.3172169,,,,Consumer Services
HCC,"Warrior Met Coal, Inc.",39.38,2.49869859,0.96,Strong Buy,925962,36464383.56,2047322303.90734,3.01176255,13.1008,854,Energy Minerals
CNK,"Cinemark Holdings, Inc.",16.95,3.86029412,0.63,Buy,3612468,61231332.59999999,2040805333.6029413,,-1.6649,18100,Consumer Services
VSCO,Victorias Secret & Co.,26.01,-2.98396121,-0.8,Sell,1464420,38089564.20000001,2037219238.9436777,6.22874659,4.2766,31000,Retail Trade
ABCB,Ameris Bancorp,29.33,-0.84516565,-0.25,Sell,290324,8515202.92,2035063450.0662613,6.25266479,4.7044,2847,Finance
FSR,Fisker Inc.,6.15,-7.09969789,-0.47,Buy,13738029,84488878.35000001,2030939225.415408,,-1.7997,760,Consumer Durables
KW,Kennedy-Wilson Holdings Inc.,14.55,-0.47879617,-0.07,Sell,836574,12172151.7,2028136686.3714097,,-0.0769,230,Finance
BLMN,"Bloomin' Brands, Inc.",23.17,-0.89820359,-0.21,Sell,1814129,42033368.93,2022596574.9880245,19.92261393,1.3275,87000,Consumer Services
WLYB,"John Wiley & Sons, Inc.",36.6,3.68271955,1.3,Sell,1237,45274.2,2021320513.3445945,,-0.1457,9500,Consumer Services
CURLF,Curaleaf Hldgs Inc.,2.81,-4.98491086,-0.147425,Neutral,598843,1682748.83,2015747100.5427136,,-0.48573711,,Process Industries
BATRK,Liberty Media Corporation - Series C Liberty Braves,37.86,-0.89005236,-0.34,Buy,62685,2373254.1,2008750507.853403,,,,Consumer Services
AMLX,"Amylyx Pharmaceuticals, Inc.",30.1,0.83752094,0.25,Buy,559663,16845856.3,2008163440.341709,,-2.399,262,Health Technology
WMK,"Weis Markets, Inc.",74.56,-3.94228292,-3.06,Strong Sell,107705,8030484.8,2005547997.8191187,16.76598233,4.4471,23000,Retail Trade
EXPI,"eXp World Holdings, Inc.",13.06,-0.38138825,-0.05,Buy,635503,8299669.18,2003958064.77193,259.64214712,0.0533,2016,Finance
AMK,"AssetMark Financial Holdings, Inc.",27.06,1.00783875,0.27,Sell,163842,4433564.52,2000389180.275476,20.35657865,1.3316,980,Finance
STRA,"Strategic Education, Inc.",81.31,-2.16580436,-1.8,Sell,235242,19127527.02,1999524744.052461,51.87571775,1.5943,3907,Consumer Services
HTH,Hilltop Holdings Inc.,30.75,-0.25948751,-0.08,Buy,339667,10444760.25,1999484305.6114175,17.68867925,1.7412,4170,Finance
NPO,EnPro Industries Inc,95.41,-0.16741655,-0.16,Sell,75608,7213759.28,1991981645.4373755,8.87989204,10.7885,3500,Producer Manufacturing
SCL,Stepan Company,89.1,-2.20612446,-2.01,Sell,107677,9594020.7,1990603980.948304,17.32148759,5.2049,2453,Process Industries
NMIH,NMI Holdings Inc,23.88,-0.41701418,-0.1,Buy,252064,6019288.32,1988724146.4370303,6.83027287,3.5531,242,Finance
VIAV,Viavi Solutions Inc.,8.93,-1.86813187,-0.17,Sell,1315516,11747557.88,1986473242.0945055,49.30977361,0.1851,3600,Electronic Technology
RIOT,"Riot Platforms, Inc.",11.44,9.05624404,0.95,Buy,18784336,214892803.84,1983216369.5481408,,-3.671,489,Finance
DAN,Dana Incorporated,13.71,-2.83486889,-0.4,Strong Sell,1308132,17934489.72,1978765740.9588947,,-1.6116,41800,Producer Manufacturing
OSIS,"OSI Systems, Inc.",118.22,-0.04227615,-0.05,Buy,82404,9741800.88,1977570199.904287,24.51883192,4.9337,6298,Electronic Technology
XPRO,Expro Group Holdings N.V.,18.18,2.42253521,0.43,Sell,303374,5515339.32,1974205663.4028168,,-0.141,7600,Energy Minerals
AGYS,"Agilysys, Inc.",78.1,2.57420541,1.96,Neutral,83649,6532986.9,1968791424.0793276,188.46525097,0.4325,1400,Technology Services
SUPN,"Supernus Pharmaceuticals, Inc.",36.18,-1.65805926,-0.61,Sell,362106,13100995.08,1967356419.0154932,36.11138836,1.131,612,Health Technology
MTX,Minerals Technologies Inc.,60.39,-1.98019802,-1.22,Buy,160093,9668016.27,1965294091.069307,17.10958749,3.535,4070,Process Industries
PCRX,"Pacira BioSciences, Inc.",42.64,0.89919546,0.38,Sell,499911,21316205.04,1960971302.0482728,,-0.2236,715,Health Technology
GTBIF,Green Thumb Industries Inc.,8.3,-3.71229698,-0.32,Buy,414916,3443802.8,1956940906.652098,,-0.04081488,3763,Process Industries
CENT,Central Garden & Pet Company,37.1,-1.32978723,-0.5,Sell,48099,1784472.9,1951202089.8776596,17.76394542,2.1357,7000,Consumer Non-Durables
CPE,Callon Petroleum Company,31.53,-2.26286423,-0.73,Sell,1614361,50900802.33,1950755071.573466,1.40282344,22.5523,354,Energy Minerals
WLY,"John Wiley & Sons, Inc.",35.15,-0.56577086,-0.2,Sell,169246,5948996.9,1950576404.483734,,-0.1457,9500,Consumer Services
